gameid;tournament;gametype;teamA;teamB;resultA;resultB;addinfo;teamA_age;teamB_age;teamA_def_val;teamB_def_val;teamA_off_val;teamB_off_val;teamA_frag;teamB_frag
2450317;AM15;Gruppe A;Kuwait;Südkorea;0;1;;26.26086956521739;25.77777777777778;119444.44444444444;1177500.0;162500.0;1581250.0;6;17
2450318;AM15;Gruppe A;Oman;Australien;0;4;;26.0;26.38095238095238;216666.66666666666;1045454.5454545454;135714.2857142857;1165000.0;7;20
2450311;AM15;Gruppe A;Südkorea;Oman;1;0;;25.782608695652176;26.0;1466071.4285714286;195454.54545454544;3072222.222222222;131250.0;21;9
2450310;AM15;Gruppe A;Australien;Kuwait;4;1;;26.434782608695652;26.59090909090909;1269230.7692307692;121875.0;1145000.0;183333.33333333334;22;6
2450327;AM15;Gruppe B;China;Nordkorea;2;1;;25.363636363636363;24.6;452083.3333333333;225000.0;555000.0;200000.0;8;8
2450326;AM15;Gruppe B;Usbekistan;Saudi-Arabien;3;1;;26.652173913043477;25.608695652173914;1189583.3333333333;367307.6923076923;438636.36363636365;430000.0;12;6
2450319;AM15;Gruppe B;Nordkorea;Saudi-Arabien;1;4;;24.476190476190474;25.608695652173914;225000.0;378846.1538461539;200000.0;430000.0;9;6
2450320;AM15;Gruppe B;China;Usbekistan;2;1;;25.347826086956523;26.347826086956523;460714.28571428574;686538.4615384615;550000.0;1025000.0;8;12
2450312;AM15;Gruppe B;Usbekistan;Nordkorea;1;0;;26.40909090909091;24.476190476190474;714583.3333333334;155000.0;1025000.0;375000.0;12;9
2450313;AM15;Gruppe B;Saudi-Arabien;China;0;1;;25.318181818181817;25.363636363636363;358928.5714285714;484615.3846153846;475000.0;491666.6666666667;6;8
2450329;AM15;Gruppe C;Katar;Bahrain;1;2;;24.857142857142858;26.19047619047619;146153.84615384616;177500.0;125000.0;337500.0;9;10
2450328;AM15;Gruppe C;Iran;Vereinigte-Arabische-Emirate;1;0;;26.434782608695652;25.26086956521739;870000.0;113461.53846153847;1206250.0;250000.0;15;5
2450321;AM15;Gruppe C;Bahrain;Vereinigte-Arabische-Emirate;1;2;;26.304347826086957;25.26086956521739;259375.0;119642.85714285714;263888.8888888889;255555.55555555556;10;5
2450322;AM15;Gruppe C;Katar;Iran;0;1;;24.73913043478261;26.434782608695652;138461.53846153847;742307.6923076923;270000.0;1305000.0;8;15
2450315;AM15;Gruppe C;Vereinigte-Arabische-Emirate;Katar;4;1;;25.304347826086957;24.59090909090909;118333.33333333333;142307.6923076923;275000.0;277777.77777777775;5;8
2450314;AM15;Gruppe C;Iran;Bahrain;2;0;;26.434782608695652;26.304347826086957;825000.0;259375.0;1238888.888888889;281250.0;15;10
2492811;AM15;Gruppe D;Irak;Palästina;2;0;;22.5;26.42105263157895;390384.6153846154;115000.0;230555.55555555556;114285.71428571429;13;8
2450330;AM15;Gruppe D;Japan;Jordanien;2;0;;26.695652173913043;24.782608695652176;2242307.6923076925;127272.72727272728;4635000.0;144444.44444444444;16;15
2492812;AM15;Gruppe D;Palästina;Jordanien;1;5;;26.9;24.428571428571427;115000.0;130000.0;114285.71428571429;112500.0;8;13
2450323;AM15;Gruppe D;Irak;Japan;0;1;;22.652173913043477;26.652173913043477;106250.0;2242307.6923076925;543181.8181818182;4635000.0;14;16
2485599;AM15;Gruppe D;Japan;Palästina;4;0;;26.652173913043477;27.09090909090909;2242307.6923076925;136363.63636363635;4635000.0;114285.71428571429;16;10
2450316;AM15;Gruppe D;Jordanien;Irak;0;1;;24.782608695652176;22.608695652173914;133333.33333333334;390384.6153846154;136363.63636363635;217500.0;15;14
1129109;CA11;Finale;Uruguay;Paraguay;3;0;;27.130434782608695;27.347826086956523;5776666.666666667;1538461.5384615385;9318750.0;4045000.0;18;21
1129108;CA11;Spiel um Platz Drei;Peru;Venezuela;4;1;;25.681818181818183;26.82608695652174;846428.5714285715;680769.2307692308;806250.0;1770000.0;11;17
1128035;CA11;Halbfinale;Paraguay;Venezuela;5;3;n.E.;27.318181818181817;27.0;1333333.3333333333;570833.3333333334;4045000.0;1770000.0;20;16
1128034;CA11;Halbfinale;Peru;Uruguay;0;2;;25.73913043478261;26.857142857142858;1790000.0;6142307.692307692;806250.0;9318750.0;12;16
1127606;CA11;Viertelfinale;Chile;Venezuela;1;2;;26.130434782608695;26.82608695652174;3368181.8181818184;570833.3333333334;5766666.666666667;1790909.0909090908;20;17
1127604;CA11;Viertelfinale;Argentinien;Uruguay;5;6;n.E.;26.181818181818183;27.40909090909091;9346153.846153846;6168181.818181818;34500000.0;8259090.909090909;15;17
1127605;CA11;Viertelfinale;Brasilien;Paraguay;0;2;n.E.;26.136363636363637;27.347826086956523;15416666.666666666;1403846.1538461538;15000000.0;4045000.0;14;21
1127603;CA11;Viertelfinale;Kolumbien;Peru;0;2;n.V.;26.869565217391305;25.73913043478261;2618181.8181818184;1753333.3333333333;5212500.0;806250.0;21;12
1103452;CA11;Gruppe A;Argentinien;Costa Rica;3;0;;26.217391304347824;22.136363636363637;9178571.42857143;50000.0;34500000.0;65000.0;15;9
1103451;CA11;Gruppe A;Kolumbien;Bolivien;2;0;;26.82608695652174;27.523809523809526;2800000.0;468181.8181818182;5045833.333333333;595000.0;20;15
1103446;CA11;Gruppe A;Bolivien;Costa Rica;0;2;;27.869565217391305;21.904761904761905;333333.3333333333;50000.0;677272.7272727273;50000.0;16;8
1103445;CA11;Gruppe A;Argentinien;Kolumbien;0;0;;26.217391304347824;26.82608695652174;8038461.538461538;2775000.0;33450000.0;5277272.7272727275;15;20
1103439;CA11;Gruppe A;Argentinien;Bolivien;1;1;;26.217391304347824;27.869565217391305;8038461.538461538;333333.3333333333;33450000.0;740909.0909090909;15;16
1103440;CA11;Gruppe A;Kolumbien;Costa Rica;1;0;;26.82608695652174;22.09090909090909;2618181.8181818184;50000.0;5212500.0;63636.36363636364;20;9
1103453;CA11;Gruppe B;Paraguay;Venezuela;3;3;;27.26086956521739;26.82608695652174;1403846.1538461538;729166.6666666666;4045000.0;1618181.8181818181;20;17
1103454;CA11;Gruppe B;Brasilien;Ecuador;4;2;;26.136363636363637;27.08695652173913;15416666.666666666;2040000.0;14800000.0;3062500.0;14;13
1103447;CA11;Gruppe B;Brasilien;Paraguay;2;2;;25.956521739130434;27.09090909090909;14846153.846153846;1500000.0;14800000.0;4045000.0;15;19
1103448;CA11;Gruppe B;Venezuela;Ecuador;1;0;;26.82608695652174;27.08695652173913;680769.2307692308;2040000.0;1770000.0;3062500.0;17;13
1103441;CA11;Gruppe B;Brasilien;Venezuela;0;0;;25.956521739130434;26.652173913043477;14846153.846153846;680769.2307692308;14850000.0;1770000.0;15;17
1103442;CA11;Gruppe B;Paraguay;Ecuador;0;0;;27.26086956521739;27.08695652173913;1403846.1538461538;2040000.0;4045000.0;3062500.0;20;13
1103455;CA11;Gruppe C;Chile;Peru;1;0;;26.130434782608695;25.73913043478261;3545000.0;1753333.3333333333;5792307.692307692;806250.0;20;12
1103456;CA11;Gruppe C;Uruguay;Mexiko;1;0;;27.08695652173913;22.304347826086957;5953571.428571428;1041666.6666666666;8650000.0;1340909.0909090908;18;12
1103450;CA11;Gruppe C;Uruguay;Chile;1;1;;27.08695652173913;26.130434782608695;5776666.666666667;3390909.090909091;9318750.0;6141666.666666667;18;20
1103449;CA11;Gruppe C;Peru;Mexiko;1;0;;26.142857142857142;23.357142857142858;2705555.5555555555;1294444.4444444445;1090000.0;2220000.0;10;8
1103443;CA11;Gruppe C;Uruguay;Peru;1;1;;27.08695652173913;25.73913043478261;5776666.666666667;1753333.3333333333;9318750.0;806250.0;18;12
1103444;CA11;Gruppe C;Chile;Mexiko;2;1;;26.130434782608695;22.304347826086957;3390909.090909091;1038461.5384615385;6141666.666666667;1375000.0;20;12
2584679;CA15;Finale;Chile;Argentinien;4;1;n.E.;28.454545454545453;27.91304347826087;4650000.0;9891666.666666666;12436363.636363637;36272727.27272727;18;17
2584678;CA15;Spiel um Platz Drei;Peru;Paraguay;2;0;;27.5;28.181818181818183;620454.5454545454;1132142.857142857;2859090.909090909;2337500.0;16;18
2583053;CA15;Halbfinale;Argentinien;Paraguay;6;1;;27.90909090909091;28.26086956521739;8700000.0;987500.0;36272727.27272727;2200000.0;16;19
2583052;CA15;Halbfinale;Chile;Peru;2;1;;28.454545454545453;27.391304347826086;4033333.3333333335;1208928.5714285714;12580000.0;3522222.222222222;18;17
2580100;CA15;Viertelfinale;Argentinien;Kolumbien;5;4;n.E.;28.043478260869566;25.85;9438461.538461538;3922727.272727273;37950000.0;21305555.555555556;16;19
2580101;CA15;Viertelfinale;Brasilien;Paraguay;4;5;n.E.;26.59090909090909;28.363636363636363;13791666.666666666;1046153.8461538461;17400000.0;2294444.4444444445;18;18
2580099;CA15;Viertelfinale;Bolivien;Peru;1;3;;27.434782608695652;27.047619047619047;258928.57142857142;1447727.2727272727;661111.1111111111;3195000.0;12;17
2580098;CA15;Viertelfinale;Chile;Uruguay;1;0;;28.47826086956522;27.0;3857692.3076923075;6647916.666666667;12580000.0;8150000.0;19;17
2547027;CA15;Gruppe A;Chile;Bolivien;5;0;;28.434782608695652;27.391304347826086;4095833.3333333335;248076.92307692306;11527272.727272727;600000.0;19;12
2547026;CA15;Gruppe A;Mexiko;Ecuador;1;2;;27.869565217391305;27.17391304347826;1480769.2307692308;1650000.0;2840000.0;3450000.0;17;13
2547021;CA15;Gruppe A;Chile;Mexiko;3;3;;28.40909090909091;27.5;4095833.3333333335;1595833.3333333333;11930000.0;2840000.0;19;16
2547020;CA15;Gruppe A;Ecuador;Bolivien;2;3;;27.17391304347826;27.347826086956523;1650000.0;191071.42857142858;3450000.0;616666.6666666666;13;12
2547015;CA15;Gruppe A;Mexiko;Bolivien;0;0;;27.82608695652174;27.347826086956523;1480769.2307692308;191071.42857142858;2840000.0;616666.6666666666;17;12
2547014;CA15;Gruppe A;Chile;Ecuador;2;0;;28.434782608695652;27.17391304347826;3377272.727272727;1650000.0;11566666.666666666;3450000.0;19;13
2547028;CA15;Gruppe B;Uruguay;Paraguay;1;1;;27.0;28.227272727272727;4439583.333333333;1196153.8461538462;8150000.0;2133333.3333333335;18;18
2547029;CA15;Gruppe B;Argentinien;Jamaika;1;0;;28.0;27.130434782608695;9183333.333333334;752272.7272727273;35636363.63636363;508333.3333333333;16;21
2547023;CA15;Gruppe B;Argentinien;Uruguay;1;0;;27.956521739130434;27.08695652173913;8933333.333333334;6405769.230769231;35636363.63636363;8150000.0;16;18
2547022;CA15;Gruppe B;Paraguay;Jamaika;1;0;;28.17391304347826;27.130434782608695;1146428.5714285714;752272.7272727273;2216666.6666666665;508333.3333333333;18;21
2547016;CA15;Gruppe B;Uruguay;Jamaika;1;0;;27.043478260869566;27.130434782608695;6405769.230769231;735416.6666666666;8150000.0;504545.45454545453;18;21
2547017;CA15;Gruppe B;Argentinien;Paraguay;2;2;;27.956521739130434;28.17391304347826;9207692.307692308;1087500.0;37950000.0;2086363.6363636365;16;18
2547030;CA15;Gruppe C;Kolumbien;Peru;0;0;;26.181818181818183;27.391304347826086;3269230.769230769;1347916.6666666667;22100000.0;2950000.0;21;17
2547031;CA15;Gruppe C;Brasilien;Venezuela;2;1;;26.59090909090909;27.181818181818183;13791666.666666666;1259090.9090909092;17400000.0;2331818.1818181816;18;20
2547025;CA15;Gruppe C;Peru;Venezuela;1;0;;27.391304347826086;27.304347826086957;1181666.6666666667;1295833.3333333333;3862500.0;2450000.0;17;21
2547024;CA15;Gruppe C;Brasilien;Kolumbien;0;1;;26.434782608695652;26.26086956521739;14884615.384615384;3769230.769230769;22600000.0;21240000.0;18;22
2547019;CA15;Gruppe C;Kolumbien;Venezuela;0;1;;26.26086956521739;27.681818181818183;3769230.769230769;1295833.3333333333;21240000.0;2645000.0;22;20
2547018;CA15;Gruppe C;Brasilien;Peru;2;1;;26.59090909090909;27.347826086956523;14884615.384615384;1255357.142857143;22333333.333333332;3450000.0;17;17
910204;EM08;Finale;Deutschland;Spanien;0;1;;26.782608695652176;26.08695652173913;9583333.333333334;13083333.333333334;10854545.454545455;20363636.363636363;13;11
910203;EM08;Halbfinale;Russland;Spanien;0;3;;25.761904761904763;26.08695652173913;4735000.0;13769230.76923077;6318181.818181818;20200000.0;10;11
910200;EM08;Halbfinale;Deutschland;Türkei;3;2;;26.782608695652176;26.375;9772727.272727273;3628571.4285714286;10575000.0;4577777.777777778;13;9
910151;EM08;Viertelfinale;Spanien;Italien;4;2;n.E.;26.043478260869566;28.75;13769230.76923077;13580000.0;20200000.0;14300000.0;11;13
910149;EM08;Viertelfinale;Niederlande;Russland;1;3;n.V.;27.73913043478261;25.695652173913043;5438461.538461538;4668181.818181818;16150000.0;6208333.333333333;15;10
910143;EM08;Viertelfinale;Kroatien;Türkei;2;4;n.E.;27.19047619047619;25.941176470588236;3953846.153846154;2742857.1428571427;8875000.0;5970000.0;18;10
910142;EM08;Viertelfinale;Portugal;Deutschland;2;3;;26.52173913043478;26.59090909090909;8215384.615384615;9090909.090909092;16500000.0;10854545.454545455;14;13
88046;EM08;Gruppe A;Türkei;Tschechien;3;2;;26.05;28.391304347826086;3570000.0;6563636.363636363;5610000.0;3320833.3333333335;10;17
88045;EM08;Gruppe A;Schweiz;Portugal;2;0;;25.904761904761905;26.52173913043478;3053846.153846154;8316666.666666667;3593750.0;15636363.636363637;18;14
88037;EM08;Gruppe A;Tschechien;Portugal;1;3;;28.391304347826086;26.52173913043478;6246153.846153846;8215384.615384615;3085000.0;16500000.0;17;14
88038;EM08;Gruppe A;Schweiz;Türkei;1;2;;25.857142857142858;26.38095238095238;3053846.153846154;3645454.5454545454;3593750.0;5420000.0;18;11
88029;EM08;Gruppe A;Schweiz;Tschechien;0;1;;25.956521739130434;28.363636363636363;3053846.153846154;6654545.454545454;4225000.0;3440909.090909091;18;17
88030;EM08;Gruppe A;Portugal;Türkei;2;0;;26.181818181818183;26.391304347826086;8816666.666666666;3758333.3333333335;16550000.0;5609090.909090909;14;12
88048;EM08;Gruppe B;Polen;Kroatien;0;1;;26.681818181818183;27.17391304347826;2696428.5714285714;4407142.857142857;2412500.0;7666666.666666667;18;20
88047;EM08;Gruppe B;Österreich;Deutschland;0;1;;26.318181818181817;27.19047619047619;1941666.6666666667;9750000.0;1927500.0;10627272.727272727;17;13
88039;EM08;Gruppe B;Kroatien;Deutschland;2;1;;27.17391304347826;26.782608695652176;3871428.5714285714;9772727.272727273;8500000.0;10575000.0;20;13
88040;EM08;Gruppe B;Österreich;Polen;1;1;;26.0;26.857142857142858;1925000.0;2788461.5384615385;1958333.3333333333;2412500.0;17;17
88031;EM08;Gruppe B;Österreich;Kroatien;0;1;;25.956521739130434;27.17391304347826;1988461.5384615385;3842857.1428571427;1802500.0;8500000.0;17;20
88032;EM08;Gruppe B;Deutschland;Polen;2;0;;26.73913043478261;26.636363636363637;9772727.272727273;2875000.0;10575000.0;2330000.0;13;18
88050;EM08;Gruppe C;Frankreich;Italien;0;2;;27.363636363636363;28.695652173913043;11200000.0;13275000.0;19125000.0;17454545.454545453;10;14
88049;EM08;Gruppe C;Niederlande;Rumänien;2;0;;27.73913043478261;26.428571428571427;5371428.571428572;3368181.8181818184;17444444.444444444;4745000.0;15;16
88041;EM08;Gruppe C;Italien;Rumänien;1;1;;28.695652173913043;26.681818181818183;13275000.0;1720833.3333333333;17454545.454545453;6295000.0;14;16
88042;EM08;Gruppe C;Niederlande;Frankreich;4;1;;27.695652173913043;27.363636363636363;5438461.538461538;11200000.0;16150000.0;19125000.0;15;10
88033;EM08;Gruppe C;Rumänien;Frankreich;0;0;;26.47826086956522;27.318181818181817;1720833.3333333333;11200000.0;6222727.2727272725;19125000.0;17;10
88034;EM08;Gruppe C;Niederlande;Italien;3;0;;27.863636363636363;28.695652173913043;5438461.538461538;15525000.0;15277777.777777778;15000000.0;15;14
88052;EM08;Gruppe D;Russland;Schweden;2;0;;25.565217391304348;28.38095238095238;4668181.818181818;2695833.3333333335;6208333.333333333;9366666.666666666;10;20
88051;EM08;Gruppe D;Griechenland;Spanien;1;2;;28.842105263157894;25.863636363636363;3218181.8181818184;12750000.0;4250000.0;20200000.0;10;11
88043;EM08;Gruppe D;Schweden;Spanien;1;2;;28.38095238095238;26.043478260869566;2695833.3333333335;13769230.76923077;9366666.666666666;20200000.0;20;11
88044;EM08;Gruppe D;Griechenland;Russland;0;1;;28.454545454545453;25.5;3223076.923076923;4950000.0;5111111.111111111;5029166.666666667;12;10
88035;EM08;Gruppe D;Spanien;Russland;4;1;;26.043478260869566;25.5;13769230.76923077;4591666.666666667;20200000.0;5475000.0;11;10
88036;EM08;Gruppe D;Griechenland;Schweden;0;2;;28.695652173913043;28.695652173913043;3400000.0;3167857.1428571427;4812500.0;8522222.222222222;13;22
2232817;EM12;Finale;Spanien;Italien;4;0;;26.73913043478261;27.91304347826087;21727272.727272727;11563636.363636363;35333333.333333336;14475000.0;9;10
2221626;EM12;Halbfinale;Deutschland;Italien;1;2;;24.565217391304348;27.818181818181817;16083333.333333334;11620000.0;24181818.181818184;14475000.0;11;12
2221241;EM12;Halbfinale;Portugal;Spanien;2;4;n.E.;27.0;26.73913043478261;10433333.333333334;21727272.727272727;20830000.0;35333333.333333336;13;10
2219616;EM12;Viertelfinale;England;Italien;2;4;n.E.;25.91304347826087;27.91304347826087;12590909.090909092;11766666.666666666;20125000.0;14518181.818181818;9;12
2219615;EM12;Viertelfinale;Spanien;Frankreich;2;0;;26.73913043478261;26.636363636363637;22000000.0;13800000.0;34666666.666666664;17083333.333333332;10;16
2219367;EM12;Viertelfinale;Deutschland;Griechenland;4;2;;24.565217391304348;27.0;15727272.727272727;4288888.888888889;23833333.333333332;3281818.1818181816;11;13
2219366;EM12;Viertelfinale;Tschechien;Portugal;0;1;;27.304347826086957;27.08695652173913;5490909.090909091;11200000.0;3350000.0;17733333.333333332;18;13
1168996;EM12;Gruppe A;Griechenland;Russland;1;0;;27.318181818181817;28.428571428571427;4190909.090909091;7125000.0;3031818.1818181816;8111111.111111111;13;10
1168997;EM12;Gruppe A;Tschechien;Polen;1;0;;27.09090909090909;25.40909090909091;5890000.0;3187500.0;3183333.3333333335;4535000.0;17;17
1168994;EM12;Gruppe A;Griechenland;Tschechien;1;2;;27.476190476190474;27.26086956521739;3713636.3636363638;5890000.0;3060000.0;3207692.3076923075;12;18
1168995;EM12;Gruppe A;Polen;Russland;1;1;;25.40909090909091;28.347826086956523;2480769.230769231;7125000.0;4566666.666666667;6972727.2727272725;17;10
1168992;EM12;Gruppe A;Polen;Griechenland;1;1;;25.17391304347826;27.217391304347824;3160714.285714286;4195833.333333333;4566666.666666667;3054545.4545454546;18;13
1168993;EM12;Gruppe A;Russland;Tschechien;4;1;;28.347826086956523;27.26086956521739;7125000.0;5490909.090909091;6972727.2727272725;3350000.0;10;18
1169003;EM12;Gruppe B;Dänemark;Deutschland;1;2;;26.565217391304348;24.636363636363637;4318181.818181818;17954545.454545453;3425000.0;22545454.545454547;17;11
1169002;EM12;Gruppe B;Portugal;Niederlande;2;1;;27.08695652173913;27.217391304347824;10433333.333333334;6541666.666666667;19436363.636363637;18045454.545454547;13;21
1169001;EM12;Gruppe B;Dänemark;Portugal;2;3;;26.565217391304348;27.08695652173913;3980769.230769231;10433333.333333334;3635000.0;19436363.636363637;17;13
1169000;EM12;Gruppe B;Niederlande;Deutschland;1;2;;27.17391304347826;24.565217391304348;6541666.666666667;16272727.272727273;18045454.545454547;23333333.333333332;21;11
1168998;EM12;Gruppe B;Niederlande;Dänemark;0;1;;27.17391304347826;26.565217391304348;6541666.666666667;4145833.3333333335;18045454.545454547;3486363.6363636362;21;17
1168999;EM12;Gruppe B;Deutschland;Portugal;1;0;;24.565217391304348;27.08695652173913;16272727.272727273;10433333.333333334;23333333.333333332;19436363.636363637;11;13
1169009;EM12;Gruppe C;Italien;Irland;2;0;;27.91304347826087;28.304347826086957;11683333.333333334;2431818.1818181816;14427272.727272727;3687500.0;12;14
1169008;EM12;Gruppe C;Kroatien;Spanien;0;1;;26.52173913043478;26.73913043478261;3625000.0;22000000.0;9954545.454545455;34666666.666666664;16;10
1169006;EM12;Gruppe C;Italien;Kroatien;1;1;;27.772727272727273;26.52173913043478;13820000.0;4423076.923076923;12558333.333333334;9550000.0;12;16
1169007;EM12;Gruppe C;Spanien;Irland;4;0;;26.73913043478261;28.304347826086957;22000000.0;2423076.923076923;33692307.692307696;3950000.0;10;14
1169004;EM12;Gruppe C;Spanien;Italien;1;1;;26.73913043478261;27.772727272727273;22000000.0;13766666.666666666;34666666.666666664;12370000.0;10;12
1169005;EM12;Gruppe C;Irland;Kroatien;1;3;;28.304347826086957;26.52173913043478;2431818.1818181816;4200000.0;3687500.0;11250000.0;14;16
1169015;EM12;Gruppe D;England;Ukraine;1;0;;25.91304347826087;27.304347826086957;13477272.727272727;3741666.6666666665;20333333.333333332;5681818.181818182;9;9
1169014;EM12;Gruppe D;Schweden;Frankreich;2;0;;28.304347826086957;26.782608695652176;3079166.6666666665;12363636.363636363;7745454.545454546;17916666.666666668;22;17
1169013;EM12;Gruppe D;Ukraine;Frankreich;0;2;;27.304347826086957;26.782608695652176;3741666.6666666665;13083333.333333334;5681818.181818182;17636363.636363637;9;17
1169012;EM12;Gruppe D;Schweden;England;2;3;;28.304347826086957;25.863636363636363;2745833.3333333335;13477272.727272727;8090909.090909091;16272727.272727273;22;9
1169010;EM12;Gruppe D;Frankreich;England;1;1;;26.73913043478261;26.047619047619047;13083333.333333334;14375000.0;17636363.636363637;16272727.272727273;17;9
1169011;EM12;Gruppe D;Ukraine;Schweden;2;1;;27.304347826086957;28.304347826086957;3741666.6666666665;3287500.0;5681818.181818182;7500000.0;9;22
2711570;EM16;Finale;Portugal;Frankreich;1;0;n.V.;27.869565217391305;27.391304347826086;8500000.0;18733333.333333332;22863636.363636363;25750000.0;16;16
2707829;EM16;Halbfinale;Deutschland;Frankreich;0;2;;25.318181818181817;27.391304347826086;19454545.454545453;18733333.333333332;29818181.818181816;25750000.0;15;16
2707818;EM16;Halbfinale;Portugal;Wales;2;0;;27.80952380952381;27.142857142857142;8000000.0;2825000.0;23350000.0;9440909.090909092;16;15
2703265;EM16;Viertelfinale;Frankreich;Island;5;2;;27.38095238095238;27.304347826086957;19538461.53846154;1036363.6363636364;25750000.0;2779166.6666666665;14;22
2702908;EM16;Viertelfinale;Deutschland;Italien;7;6;n.E.;25.391304347826086;28.318181818181817;25818181.818181816;9125000.0;24666666.666666668;13392857.142857144;15;13
2702907;EM16;Viertelfinale;Wales;Belgien;3;1;;26.869565217391305;25.714285714285715;3673076.923076923;10777777.777777778;12235000.0;28750000.0;17;16
2702906;EM16;Viertelfinale;Polen;Portugal;4;6;n.E.;27.217391304347824;28.428571428571427;6279166.666666667;8454545.454545455;10736363.636363637;23150000.0;20;13
